Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At
Upstairs Jazz Bar,Montreal,QC,H3G 2H4,"1254 Mackay Street, Montreal, QC H3G 2H4",N/A,https://www.upstairsjazz.com/,"Music Venue, Night Club, Bar, Restaurant, Jazz & Blues",Jazz,N/A,18+,N/A,Live music is held Thursday - Saturday nights.,Requires Premium,https://www.facebook.com/upstairsjazz,https://www.instagram.com/upstairsjazz/,Fuel Junkie; Dawn Tyler Watson; Taurey Butler; Masson Stomp; Camille Thurman; Vincent Herring; Taurey Butler; Dawn Tyler Watson; Nick Maclean Quartet; Nick Maclean Quartet,https://www.indieonthemove.com/venues/upstairs-jazz-bar-montreal-quebec,https://www.indieonthemove.com/venues/upstairs-jazz-bar-montreal-quebec,Quebec,2026-05-03T13:38:47
Theatre Fairmount,Montreal,QC,H2V 4G7,"5240 Park Avenue, Montreal, QC H2V 4G7",N/A,https://www.theatrefairmount.com/,"Music Venue, Rental",All Genres,600,18+,N/A,Concerts can be held any night of the week.,Requires Premium,https://www.facebook.com/lefairmount/,https://www.instagram.com/lefairmount/,Whores.; Corrosion of Conformity; Dwayne Gretzky; Flyte; Ken Pomeroy; The Brokes; GRAVAGERZ; Chapterhouse; She's green; The Black Queen,https://www.indieonthemove.com/venues/theatre-fairmount-montreal-quebec,https://www.indieonthemove.com/venues/theatre-fairmount-montreal-quebec,Quebec,2026-05-03T13:38:52
Club Soda,Montreal,QC,H2X 2S6,"1225 St-Laurent Boulevard, Montreal, QC H2X 2S6",N/A,https://clubsoda.ca/,"Music Venue, Rental",All Genres,975,N/A,N/A,"""Versatile professional performance hall, in cabaret or standing format. Since 1982."" Live music can be held any night of the week.",Requires Premium,https://www.facebook.com/ClubSodaMTL,https://www.instagram.com/clubsodaMTL/,Sami Landri; Pete Roth Trio; Micro Da Don; Mahéja; Junes; TRINIX; Lewis Dice; Malaimé Soleil; Adrian Quesada; The Halluci Nation,https://www.indieonthemove.com/venues/club-soda-montreal-quebec,https://www.indieonthemove.com/venues/club-soda-montreal-quebec,Quebec,2026-05-03T13:38:57
Le Belmont,Montreal,QC,H2W 1Z8,"4483 Boulevard Saint-Laurent, Montreal, QC H2W 1Z8",N/A,https://www.lebelmont.ca/,Music Venue,All Genres,N/A,18+,N/A,"""Le Belmont is a concert venue that hosts all genres of credible music."" Live music can be held any night of the week.",Requires Premium,https://www.facebook.com/LeBelmontMTL,https://www.instagram.com/blmnt/,VASTIVE; Morphus; StONEY*; High Fade; Coast Contra; oct,https://www.indieonthemove.com/venues/le-belmont-montreal-quebec,https://www.indieonthemove.com/venues/le-belmont-montreal-quebec,Quebec,2026-05-03T13:39:01
Grumpy's Bar,Montreal,QC,H3G 2E3,"1242 Bishop Street, Montreal, QC H3G 2E3",N/A,N/A,"Music Venue, Bar, Open Mic, Comedy Club",All Genres,N/A,18+,N/A,"""Montreal bar, local beers, independent music, no frills, good times."" They host Comedy open mic on Tuesdays, Singer/Songwriter open mic on Wednesdays, a bluegrass and old time jam on Thursdays, and shows on Fridays/Saturdays.",Requires Premium,https://www.facebook.com/grumpysbarmontreal,https://www.instagram.com/grumpysbar/,N/A,https://www.indieonthemove.com/venues/grumpys-bar-montreal-quebec,https://www.indieonthemove.com/venues/grumpys-bar-montreal-quebec,Quebec,2026-05-03T13:39:06
Brutopia,Montreal,QC,H3G 2B1,"1219 Rue Crescent, Montreal, QC H3G 2B1",N/A,http://www.brutopia.net/,"Music Venue, Bar, Restaurant, Open Mic",All Genres,N/A,18+,N/A,Live music is held Tuesday - Sunday nights with Sundays being reserved for open mic.,Requires Premium,https://www.facebook.com/Brutopia-Brew-Pub-30270360433,N/A,N/A,https://www.indieonthemove.com/venues/brutopia-montreal-quebec,https://www.indieonthemove.com/venues/brutopia-montreal-quebec,Quebec,2026-05-03T13:39:10
Diese Onze,Montreal,QC,H2W 2M7,"4115 Rue Saint-Denis, Montreal, QC H2W 2M7",N/A,http://www.dieseonze.com/,"Music Venue, Night Club, Bar, Restaurant","Flamenco, Gypsy Jazz, Jazz",N/A,18+,N/A,"""Located on St Denis Street, in the heart of the Mont-Royal plateau, this authentic jazz cellar has been offering you a unique experience since May 2007. In this warm and intimate semi-basement, music lovers and neophytes discover the musicians of the jazz scene from here and elsewhere. Each day, two shows are presented there. At 6 pm, various performances ranging from gypsy jazz to flamenco through traditional jazz in small or large groups to wet your appetite. Subsequently, the small stage where sits a beautiful grand piano, is activated to make way for the concert of the evening."" Live music 7 nights a week, usually with two shows per evening.",Requires Premium,https://www.facebook.com/diese.onze/,N/A,Jacques Kuba Seguin,https://www.indieonthemove.com/venues/diese-onze-montreal-quebec,https://www.indieonthemove.com/venues/diese-onze-montreal-quebec,Quebec,2026-05-03T13:39:14
Théâtre Plaza,Montreal,QC,H2S 2M5,"6505 Rue Saint-Hubert, Montreal, QC H2S 2M5",N/A,https://theatreplaza.ca/,"Music Venue, Rental",All Genres,400,N/A,N/A,"""Versatile, dynamic venue with a unique atmosphere."" Live music can be held any night of the week.",Requires Premium,https://www.facebook.com/le.theatre.plaza/,N/A,Sylvain Auclair; Karcius; Wesli; Jazz Legends,https://www.indieonthemove.com/venues/theatre-plaza-montreal-quebec,https://www.indieonthemove.com/venues/theatre-plaza-montreal-quebec,Quebec,2026-05-03T13:39:20
Cabaret de la Dernière Chance,Rouyn-Noranda,QC,J9X 2A6,"146 8th Street, Rouyn-Noranda, QC J9X 2A6",N/A,https://cabaretdeladernierechance.wordpress.com/,Music Venue,All Genres,N/A,18+,N/A,Concerts are typically held on Friday and Saturday nights.,Requires Premium,https://www.facebook.com/cabaretdeladernierechance/,N/A,Dogo Suicide; Guhn Twei; Saints Martyrs,https://www.indieonthemove.com/venues/cabaret-de-la-derniere-chance-rouyn-noranda-quebec,https://www.indieonthemove.com/venues/cabaret-de-la-derniere-chance-rouyn-noranda-quebec,Quebec,2026-05-03T13:39:25
Petit Théatre du Vieux Noranda,Rouyn-Noranda,QC,J9X 1Z9,"112 7e Rue, Rouyn-Noranda, QC J9X 1Z9",N/A,https://petittheatre.org/,"Music Venue, Rental",All Genres,400,N/A,N/A,"""Theatrical production specializing in technology integration. Diffusion. Room rental."" Live music and events can be held any night of the week.",Requires Premium,https://www.facebook.com/petittheatreduvieuxnoranda,https://www.instagram.com/petit_theatre_vieux_noranda/,N/A,https://www.indieonthemove.com/venues/petit-theatre-du-vieux-norandae-rouyn-noranda-quebec,https://www.indieonthemove.com/venues/petit-theatre-du-vieux-norandae-rouyn-noranda-quebec,Quebec,2026-05-03T13:39:30
Rock Cafe Le Stage,Trois-Rivieres,QC,G8T 2T9,"75 Rue Fusey, Trois-Rivieres, QC G8T 2T9",N/A,N/A,"Music Venue, Cafe",All Genres,N/A,18+,N/A,"Live music is typically held on Friday and Saturday nights, though other days of the week are also possible.",Requires Premium,https://www.facebook.com/profile.php?id=100063532181579,N/A,N/A,https://www.indieonthemove.com/venues/rock-cafe-le-stage-trois-rivieres-quebec,https://www.indieonthemove.com/venues/rock-cafe-le-stage-trois-rivieres-quebec,Quebec,2026-05-03T13:39:35
Impérial Bell,Quebec City,QC,G1K 3A9,"252 Rue Saint-Joseph Est, Quebec City, QC G1K 3A9",N/A,https://www.imperialbell.com/,"Music Venue, Rental",All Genres,950,18+,N/A,Concerts can be held any night of the week.,Requires Premium,https://www.facebook.com/imperialqc/,https://www.instagram.com/imperialbellqc/,William Cloutier; JF Pauzé; Vincent Vallières; JF Pauzé; Lorie; Lorie; Felix Riebl; Ollie McGill; Cœur de pirate; Zac Bulle,https://www.indieonthemove.com/venues/imperial-bell-quebec-city-quebec,https://www.indieonthemove.com/venues/imperial-bell-quebec-city-quebec,Quebec,2026-05-03T13:39:40
Cabaret Lion d'Or,Montreal,QC,H2L 1S7,"1676 Ontario Street East, Montreal, QC H2L 1S7",N/A,https://cabaretliondor.com/,"Music Venue, Bar, Restaurant",All Genres,150,N/A,N/A,"""Performance hall and receptions."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/cabaretliondor/,https://www.instagram.com/cabaretliondor/,Ima; Jules; Jey Fournier; Hauterive; Catherine Durand,https://www.indieonthemove.com/venues/cabaret-lion-dor-montreal-quebec,https://www.indieonthemove.com/venues/cabaret-lion-dor-montreal-quebec,Quebec,2026-05-03T13:39:44
Commodore Ballroom,Vancouver,BC,V6Z 1K3,"868 Granville Street, Vancouver, BC V6Z 1K3",N/A,https://www.commodoreballroom.com/,"Music Venue, Rental",All Genres,995,19+,5.00,"""The Commodore Ballroom has always been regarded as Vancouver's premier concert venue in the city. Dire Straits, Talking Heads, Dizzy Gillespie, Blue Rodeo, The Beastie Boys, Pearl Jam, Nirvana and Kiss are just a sampling of an unprecedented string of national & international artists to have played The Commodore Ballroom."" Concerts can be held any night of the week. Events can also be all ages from time to time.",Requires Premium,https://www.facebook.com/commodoreballroom,https://www.instagram.com/commodoreballroom/,Patrick Watson; Acres; ten56.; Invent Animate; Fit For A King; Arkells; Echo & The Bunnymen; Teen Mortgage; Combat; Joyce Manor,https://www.indieonthemove.com/venues/commodore-ballroom-vancouver-british-columbia,https://www.indieonthemove.com/venues/commodore-ballroom-vancouver-british-columbia,British Columbia,2026-05-03T13:40:22
Armstrong MetalFest,Armstrong,BC,V0E 1B0,"3315 Pleasant Valley Road, Armstrong, BC V0E 1B0",N/A,https://armstrongmetalfest.ca/,Music Festival,Metal,N/A,N/A,5.00,"""Taking influence from Europe’s music festival circuit, Armstrong MetalFest is a heavy metal celebration that encourages metal heads from across Canada and the globe to mosh and camp with the backdrop of the great outdoors of British Columbia’s Okanagan Valley."" The festival takes place in mid July each year. Those 16 or younger must be accompanied by a parent or legal guardian.",Requires Premium,https://www.facebook.com/armstrongmetalfest,https://www.instagram.com/armstrongmetalfest/,N/A,https://www.indieonthemove.com/venues/armstrong-metalfest-armstrong-british-columbia,https://www.indieonthemove.com/venues/armstrong-metalfest-armstrong-british-columbia,British Columbia,2026-05-03T13:40:27
Guilt and Company,Vancouver,BC,V6A 1B2,"1 Alexander Street, Vancouver, BC V6A 1B2",N/A,https://www.guiltandcompany.com/,"Music Venue, Night Club, Bar",All Genres,110,19+,4.00,"""Live music. Real stemware. In the heart of Gastown."" Live music can be held any night of the week.",Requires Premium,https://www.facebook.com/guiltandcompany,https://www.instagram.com/guiltandco/,Mariya Stokes; Ruzz Guitar's Blues Revue; Rick Son; Robert Lee; The ReViberators; Petunia & The Vipers; Mike Ardagh; Shiloh Lindsey; Jeff Toth; Daring Greatly,https://www.indieonthemove.com/venues/guilt-and-company-vancouver-british-columbia,https://www.indieonthemove.com/venues/guilt-and-company-vancouver-british-columbia,British Columbia,2026-05-03T13:40:31
Gallery Patio & Lounge,Vancouver,BC,V6T 1Z1,"6133 University Boulevard, Vancouver, BC V6T 1Z1",N/A,https://visit.ubc.ca/eat-drink-and-stay/restaurants/restaurants-lounges-and-pubs/gallery-patio-and-lounge/,"Music Venue, Restaurant, Jazz & Blues",Jazz,N/A,N/A,3.00,"""The Gallery Patio and Lounge serves Pacific Northwest-inspired food with a strong focus on local ingredients and a great drink menu."" They host live Jazz on Wednesday and Friday nights.",Requires Premium,https://www.facebook.com/galleryubc/,N/A,N/A,https://www.indieonthemove.com/venues/gallery-patio-lounge-vancouver-british-columbia,https://www.indieonthemove.com/venues/gallery-patio-lounge-vancouver-british-columbia,British Columbia,2026-05-03T13:40:36
Abbotsford Arts Centre,Abbotsford,BC,V2S 3M1,"2329 Crescent Way, Abbotsford, BC V2S 3M1",N/A,https://abbotsfordarts.abbyschools.ca/,"Music Venue, Rental",All Genres,701,N/A,1.00,"""This 700+ Seat Performance Venue is complimented by experienced professional staff, and offers numerous theatrical options to help you meet your artistic goals."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/AbbotsfordArtsCentre,https://www.instagram.com/abbotsfordcentre/,N/A,https://www.indieonthemove.com/venues/abbotsford-arts-centre-abbotsford-british-columbia,https://www.indieonthemove.com/venues/abbotsford-arts-centre-abbotsford-british-columbia,British Columbia,2026-05-03T13:40:40
Anvil Centre,New Westminster,BC,V3M 1B6,"777 Columbia Street, New Westminster, BC V3M 1B6",N/A,https://anvilcentre.com/,"Music Venue, Rental",All Genres,361,N/A,1.00,"""The 361-seat, non-proscenium design of the theatre (an open, 270-degree stage) offers a range of staging options for the performing arts. The theatre has a wooden sprung floor from wall to wall, risers and complete in-stock lighting and sound inventories. Ample, comfortable dressing room spaces, a green room and reception capabilities are all housed in this unique, vibrant space."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/anvilcentre,https://www.instagram.com/anvilcentre/,N/A,https://www.indieonthemove.com/venues/anvil-centre-new-westminster-british-columbia,https://www.indieonthemove.com/venues/anvil-centre-new-westminster-british-columbia,British Columbia,2026-05-03T13:40:45
Brackendale Art Gallery,Brackendale,BC,V0N 1H0,"41950 Government Road, Brackendale, BC V0N 1H0",N/A,https://brackendaleartgallery.com/,"Music Venue, Art Gallery",All Genres,310,N/A,1.00,"""Located one scenic hour north of Vancouver, B.C., Brackendale Art Gallery is a center for the arts."" Most shows take place on Friday and Saturday nights, but Wednesdays are possible.",Requires Premium,https://www.facebook.com/TheBAGBrackendale/,https://www.instagram.com/the_bag_brackendale/,"Shred Kelly; Sam Tudor; The Barra MacNeils; Honeybear, the Band",https://www.indieonthemove.com/venues/brackendale-art-gallery-brackendale-british-columbia,https://www.indieonthemove.com/venues/brackendale-art-gallery-brackendale-british-columbia,British Columbia,2026-05-03T13:40:49
Sperling Vineyards,Kelowna,BC,V1W 4M6,"1405 Pioneer Road, Kelowna, BC V1W 4M6",N/A,https://www.sperlingvineyards.com/,"Music Venue, Winery, Outdoor Performance Space, Seasonal","All Genres, Acoustic",60,N/A,N/A,"**Temporarily closed for 2025 due to renovations. ""Love & Labour since 1925. Family-run winery farming organically grown grapes in BC’s oldest heritage vineyard. "" They host live Acoustic music outside on Thursday nights during the summer.",Requires Premium,https://www.facebook.com/SperlingVineyards/,https://www.instagram.com/sperlingvineyards/,N/A,https://www.indieonthemove.com/venues/sperling-vineyards-kelowna-british-columbia,https://www.indieonthemove.com/venues/sperling-vineyards-kelowna-british-columbia,British Columbia,2026-05-03T13:40:55
The Heatley,Vancouver,BC,V6A 1R1,"696 E. Hastings Street, Vancouver, BC V6A 1R1",N/A,https://heatley.ca/,"Music Venue, Restaurant, Pub",All Genres,N/A,19+,N/A,"""Neighbourhood Pub with grub. Live Music and DJ's."" They can host live music up to 6 nights a week, Sunday-Friday. Saturdays are reserved for DJs.",Requires Premium,https://www.facebook.com/theheatley696/,https://www.instagram.com/theheatley696/,The Spine Stealers; Aaron Wylder; Pony Gold; Northcote; Lauren Dillen; Ellen Froese,https://www.indieonthemove.com/venues/the-heatley-vancouver-british-columbia,https://www.indieonthemove.com/venues/the-heatley-vancouver-british-columbia,British Columbia,2026-05-03T13:40:59
Revelry Food+Music Hub,Kelowna,BC,V1Y 1Z9,"1383 Ellis Street, Kelowna, BC V1Y 1Z9",N/A,https://www.revelrykelowna.com/,Music Venue,"Funk, Indie, Pop, R&B, Rock, Singer-Songwriter, Soul",N/A,N/A,N/A,"""Revelry Food+Music Hub is a fast casual café, music hall and urban meeting space rolled into one."" Shows can be held any day/night of the week. The venue becomes 19+ at 10 PM. Minors need to be accompanied by a parent or guardian before that.",Requires Premium,https://www.facebook.com/revelry.kelowna,https://www.instagram.com/revelry.kelowna/,N/A,https://www.indieonthemove.com/venues/revelry-foodmusic-hub-kelowna-british-columbia,https://www.indieonthemove.com/venues/revelry-foodmusic-hub-kelowna-british-columbia,British Columbia,2026-05-03T13:41:04
2nd Floor Gastown,Vancouver,BC,V6B 1B8,"300 Water Street 2nd Floor, Vancouver, BC V6B 1B8",N/A,https://www.waterstreetcafe.ca/2nd-floor-gastown,"Music Venue, Restaurant","All Genres, Acoustic, Americana, Blues, Classic Rock, Country, Folk, Jazz, Pop, Psychedelic, Rock, Rockabilly, Roots Music, Singer-Songwriter, Swing",45,N/A,N/A,"""Up the stairs above the iconic Water St. Café hides the newest live music venue in Gastown and Vancouver, the 2nd Floor Gastown...where we offer our full food and award-winning beverage menus. The 2nd Floor is also a proud supporter and club venue for the Vancouver International Jazz Festival."" They host live music 7 nights a week.",Requires Premium,https://www.facebook.com/WaterStreetCafeYVR/,https://www.instagram.com/waterstcafe/,Small Opera; Dreams2Realityband; Dreams2Realityband; Dreams2Realityband; Dreams2Realityband,https://www.indieonthemove.com/venues/2nd-floor-gastown-vancouver-british-columbia,https://www.indieonthemove.com/venues/2nd-floor-gastown-vancouver-british-columbia,British Columbia,2026-05-03T13:41:10
Royal Canadian Legion (Tsawwassen #289),Delta,BC,V4L 2L8,"22-1835 56th Street, Delta, BC V4L 2L8",N/A,N/A,Music Venue,All Genres,N/A,N/A,N/A,"""Featuring the Largest Live Music Stage in South Delta."" Shows are held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/legion.289/,N/A,N/A,https://www.indieonthemove.com/venues/royal-canadian-legion-tsawwassen-289-delta-british-columbia,https://www.indieonthemove.com/venues/royal-canadian-legion-tsawwassen-289-delta-british-columbia,British Columbia,2026-05-03T13:41:15
