Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At,venue_type,lat,lon,Raw_Building_Area_SqFt,Building_Area_SqFt,Multi_Tenant_Flag,heuristic_capacity,Estimated_Capacity,Estimated_Capacity_Low,Estimated_Capacity_High,Estimation_Method,Confidence
Bootlegger Cocktail Bar & Cuisine,Montreal,QC,H2X 2T6,"3481 Saint Laurent Boulevard, Montreal, QC H2X 2T6",,https://barbootlegger.com/,"Bar, Music Venue, Jazz & Blues","DJ, Jazz",,18+,,"""Warm speakeasy-style cocktail bar for bespoke libations, elevated bites & live music."" They host live Jazz on Sunday nights. Most other nights are reserved for DJs.",Requires Premium,https://www.facebook.com/barbootlegger,,,https://www.indieonthemove.com/venues/bootlegger-cocktail-bar-cuisine-montreal-quebec,https://www.indieonthemove.com/venues/bootlegger-cocktail-bar-cuisine-montreal-quebec,Quebec,2026-05-03T13:36:43,bar,45.5131184,-73.5703929,1691.2,1691.2,False,144.96,110.0,75.0,255.0,model,high
Montreal Art Center & Museum,Montreal,QC,H3J 1R5,"1844 William Street, Montreal, QC H3J 1R5",,https://www.montrealartcenter.com/,"Music Venue, Art Gallery, Museum","Acoustic, Cabaret, Classical, Jazz, Latin, Singer-Songwriter, Soft Rock",,,,"""The Montreal Art Center and Museum is a not for profit supporting visual and performing artists."" They host live music Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/MontrealArtCentre/,https://www.instagram.com/mtlartcenter/,Rachel Dara,https://www.indieonthemove.com/venues/montreal-art-center-museum-montreal-quebec,https://www.indieonthemove.com/venues/montreal-art-center-museum-montreal-quebec,Quebec,2026-05-03T13:36:48,gallery,45.4869815,-73.5671639,8187.8,8187.8,False,818.7800000000001,535.0,180.0,755.0,model,high
BALATTOU,Montreal,QC,H2W 1Z5,"4372 Boulevard Saint-Laurent, Montreal, QC H2W 1Z5",,https://www.balattou.com/,"Music Venue, Bar","African, Blues, DJ, Hip Hop, Jazz, Latin, Pop, R&B, Reggae, Rock, World",,18+,,"""A cult place in Montreal for over 35 years, base camp for the International Nuits d'Afrique Festival, Club Balattou is a must-see for world music. During the weekends (Friday-Sunday], DJs take to the decks while local and international groups perform there on weeknights [Tuesday-Thursday].""",Requires Premium,https://www.facebook.com/ClubBalattou/,https://www.instagram.com/clubbalattou/,Bo Diaw; Berbanya; Alhambra; DOSGUITARRAS; Koze; Ensemble Afrovibes,https://www.indieonthemove.com/venues/balattou-montreal-quebec,https://www.indieonthemove.com/venues/balattou-montreal-quebec,Quebec,2026-05-03T13:36:52,club,45.519135,-73.584575,3460.5,3460.5,False,296.6142857142857,335.0,165.0,515.0,model,high
L'Escogriffe Bar Spectacle,Montreal,QC,H2J 2L2,"4461 Rue Saint-Denis, Montreal, QC H2J 2L2",,,"Music Venue, Bar",All Genres,180.0,18+,,"""•Music Venue / Bar Spectacle•"" Shows are held Tuesday-Sunday nights.",Requires Premium,https://www.facebook.com/lescomontreal/,https://www.instagram.com/bar_lesco/,Open Mike Eagle; Cadence Weapon; Robber Robber; The POX; Gutser; VIAL; G String; Saints Martyrs; Dogo Suicide; Dumbo Gets Mad,https://www.indieonthemove.com/venues/lescogriffe-bar--spectacle-montreal-quebec,https://www.indieonthemove.com/venues/lescogriffe-bar--spectacle-montreal-quebec,Quebec,2026-05-03T13:36:56,bar,45.5238401,-73.5822613,1602.5,1602.5,False,137.35714285714286,180.0,180.0,180.0,known,known
L'Anti Bar & Spectacles,Quebec City,QC,G1K 5Z6,"251 Rue Dorchester, Quebec City, QC G1K 5Z6",,https://lanti.ca/,"Music Venue, Bar",All Genres,175.0,18+,,"""L'ANTI is a bar and performance venue located in downtown Quebec City, in the Saint-Roch district."" Most shows take place Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/Antibarspectacles/,https://www.instagram.com/barlanti/,Édouard Tremblay-Grenier; Atoll; CARRION VAEL; The Damn Truth; Rob Moir; TIM VANTOL; Antillectual; Ariel Posen; Wendlo; Chris Duarte,https://www.indieonthemove.com/venues/lanti-bar-spectacles-quebec-city-quebec,https://www.indieonthemove.com/venues/lanti-bar-spectacles-quebec-city-quebec,Quebec,2026-05-03T13:37:01,bar,46.8156018,-71.2285006,1693.6,1693.6,False,145.16571428571427,175.0,175.0,175.0,known,known
Fou-Bar,Quebec City,QC,G1R 1P5,"525 Rue Saint-Jean, Quebec City, QC G1R 1P5",,https://www.foubar.ca/,"Music Venue, Bar","All Genres, Blues, Bossa Nova, Classic Rock, Folk, Jazz, Pop, Rock",,18+,,"""Your everyday pub."" Shows are held on varying nights with Tuesdays being reserved for Jazz.",Requires Premium,https://www.facebook.com/profile.php?id=100063706086731,https://www.instagram.com/le_fou_bar/,,https://www.indieonthemove.com/venues/fou-bar-quebec-city-quebec,https://www.indieonthemove.com/venues/fou-bar-quebec-city-quebec,Quebec,2026-05-03T13:37:05,bar,46.8095183,-71.2208506,2197.5,2197.5,False,376.7142857142857,385.0,250.0,600.0,model,high
Mariposa Bistro Café,Montreal,QC,H4A 2A7,"5562 Chemin Upper Lachine, Montreal, QC H4A 2A7",,https://www.cafemariposa.ca/,"Music Venue, Restaurant, Listening Room","Acoustic, Americana, Blues, Folk, Jazz, Singer-Songwriter",90.0,,,"""Sing along Bistro with Blues Folk Americana Java Jazz. Live Venue since 2010, run by Guitarist, Singer Songwriter, Dad."" They host open mic on Wednesday nights and shows on Friday and Saturday nights.",Requires Premium,,https://www.instagram.com/mariposamontreal/,,https://www.indieonthemove.com/venues/mariposa-bistro-cafe-montreal-quebec,https://www.indieonthemove.com/venues/mariposa-bistro-cafe-montreal-quebec,Quebec,2026-05-03T13:37:10,restaurant,45.4697601,-73.6081113,2891.1,2891.1,False,115.64399999999999,90.0,90.0,90.0,known,known
La Sala Rossa + La Sotterenea,Montreal,QC,H2T 1R5,"4848 St Laurent Boulevard, Montreal, QC H2T 1R5",,https://casadelpopolo.com/en/events/la-sala-rossa,"Music Venue, Restaurant",All Genres,300.0,,,"""Performance halls + Spanish tapas restaurant."" Shows can be held any night of the week in either space.",Requires Premium,https://www.facebook.com/lasalarossa/,https://www.instagram.com/lasalarossa/,Philippe B; Philippe B; Philippe B; mark william lewis; Lip Critic; Bye Parula; Cassandra Jenkins; Maybe Babs; Victoryland; Drook,https://www.indieonthemove.com/venues/la-sala-rossa-la-sotterenea-montreal-quebec,https://www.indieonthemove.com/venues/la-sala-rossa-la-sotterenea-montreal-quebec,Quebec,2026-05-03T13:37:15,restaurant,45.5217713,-73.5904933,3080.3,3080.3,False,123.212,300.0,300.0,300.0,known,known
Le Pantoum,Quebec City,QC,G1K 1J6,"76 Rue Saint-Vallier Ouest, Quebec City, QC G1K 1J6",,https://www.lepantoum.com/,"Music Venue, Recording Studio",All Genres,,,,"""Pantoum is a music creation complex operated by a community of cultural workers in Quebec City. Pantoum's mission is to strengthen and promote the artistic community through alternative and innovative means."" Most shows take place Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/PantoumQc/,https://www.instagram.com/pantoum_qc/,Get The Shot; SPITPOOL; Safia Nolin,https://www.indieonthemove.com/venues/le-pantoum-quebec-city-quebec,https://www.indieonthemove.com/venues/le-pantoum-quebec-city-quebec,Quebec,2026-05-03T13:37:20,theatre,46.8113918,-71.23264,3640.8,3640.8,False,624.1371428571429,190.0,125.0,475.0,model,high
Bistro Le Pape Georges,Quebec City,QC,G1K 8R1,"8 Rue du Cul-de-Sac, Quebec City, QC G1K 8R1",,https://bistrolepapegeorges.com/,"Music Venue, Bar, Restaurant, Jazz & Blues","Acoustic, Blues, Jazz",,,,"""Nestled in a stone house dating back to 1668, Le Pape Georges blends heritage and the pleasures of fine dining."" They host live music Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/papegeorges,,,https://www.indieonthemove.com/venues/bistro-le-pape-georges-quebec-city-quebec,https://www.indieonthemove.com/venues/bistro-le-pape-georges-quebec-city-quebec,Quebec,2026-05-03T13:37:24,bar,46.8124868,-71.2032867,1204.1,1204.1,False,103.20857142857142,90.0,60.0,260.0,model,high
Le Cluster Bar Spectacle,Lévis,QC,G6V 9R2,"9320 Boulevard Guillaume-Couture, Lévis, QC G6V 9R2",,https://www.leclusterbarspectacle.com/,"Music Venue, Rental","All Genres, Classic Rock, Rock",,18+,,This bar hosts regularly scheduled shows on Saturday nights.,Requires Premium,https://www.facebook.com/LeCluster/,,,https://www.indieonthemove.com/venues/le-cluster-bar-spectacle-levis-quebec,https://www.indieonthemove.com/venues/le-cluster-bar-spectacle-levis-quebec,Quebec,2026-05-03T13:37:30,bar,46.8227421,-71.1142461,10507.4,2626.8,True,225.15428571428575,340.0,265.0,370.0,model,medium
Bar Le Sacrilège,Quebec City,QC,G1R 1P5,"447 Rue Saint-Jean, Quebec City, QC G1R 1P5",,https://barlesacrilege.com/,"Music Venue, Bar, Pub","Blues, DJ, Jazz, Singer-Songwriter",,18+,,"""A local, neighborhood bar with the most beautiful patios in Quebec City, open from fall to summer! An artistic, social, and cultural institution. Craft beer, cocktails, and spirits!"" They host live music and/or DJs on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/bar.lesacrilege,https://www.instagram.com/barlesacrilege/,,https://www.indieonthemove.com/venues/bar-le-sacrilege-quebec-city-quebec,https://www.indieonthemove.com/venues/bar-le-sacrilege-quebec-city-quebec,Quebec,2026-05-03T13:37:35,bar,46.8091825,-71.221777,937.0,937.0,False,160.6285714285714,85.0,55.0,205.0,model,high
Sonum,Quebec City,QC,G1K 6V5,"25 Rue Bigaouette, Quebec City, QC G1K 6V5",,https://www.studiosonum.com/,"Music Venue, Recording Studio",All Genres,,,,"""Rehearsal studios and registration in Quebec at your service since 1997."" Shows typically take place on weekends, but exceptions can be made.",Requires Premium,https://www.facebook.com/studiosonum/,,,https://www.indieonthemove.com/venues/sonum-quebec-city-quebec,https://www.indieonthemove.com/venues/sonum-quebec-city-quebec,Quebec,2026-05-03T13:37:39,venue,46.8142995,-71.2443983,21047.4,5261.8,True,315.70799999999997,270.0,200.0,375.0,model,medium
Monte Cristo,Sainte-Thérèse,QC,J7E 1W9,"10 Rue Blainville Ouest, Sainte-Thérèse, QC J7E 1W9",,,"Music Venue, Bar",All Genres,,18+,,"""Live music, improv, karaoke, arcade games & pool on Montreal's North Shore (Ste-Thérèse)."" Most shows take place on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/MonteCristoBar2025/,https://www.instagram.com/le_montecristo_/,THE MATCHUP; Death By Dingo,https://www.indieonthemove.com/venues/monte-cristo-sainte-therese-quebec,https://www.indieonthemove.com/venues/monte-cristo-sainte-therese-quebec,Quebec,2026-05-03T13:37:44,bar,45.639718,-73.8421771,4145.0,4145.0,False,355.2857142857143,225.0,190.0,295.0,model,high
Le Murdoch,Sherbrooke,QC,J1H 1X9,"180 Rue Galt Ouest, Sherbrooke, QC J1H 1X9",,,"Music Venue, Open Mic","Alternative, Classic Rock, Hardcore, Indie, Metal, Punk, Rock",,,,"Since 2015. Most shows take place on Friday and Saturday nights with open mic on Thursday nights, but they are flexible.",Requires Premium,https://www.facebook.com/lemurdoch/,https://www.instagram.com/le_murdoch_sherbrooke/,,https://www.indieonthemove.com/venues/le-murdoch-sherbrooke-quebec,https://www.indieonthemove.com/venues/le-murdoch-sherbrooke-quebec,Quebec,2026-05-03T13:37:49,venue,45.3936227,-71.8875305,5109.6,5109.6,False,306.576,350.0,230.0,390.0,model,high
The Blacksheep Inn,Wakefield,QC,J0X 3G0,"753 Chem. Riversidej, Wakefield, QC J0X 3G0",,https://www.blacksheepinn.ca/,"Bar, Lodging, Music Venue, Restaurant, Rental","Acoustic, Alt Country, Americana, Bluegrass, Blues, Blues Rock, Classic Rock, Folk, Jam Band, Old Time, Rock, Roots Music, Singer-Songwriter",150.0,18+,,"""An iconic live music venue, with a restaurant, bar, and hotel in the centre of Wakefield, Quebec."" Shows take place Thursday-Sunday. All ages matinees are possible.",Requires Premium,https://www.facebook.com/profile.php?id=61582804583929,https://www.instagram.com/blacksheep_inn/,Nautical Twilight; Smelloship; Mecca of Stank; Liam Grant; Friday's Child and The Lost Congregation; Petunia & The Vipers; Dead Root Revival,https://www.indieonthemove.com/venues/the-blacksheep-inn-wakefield-quebec,https://www.indieonthemove.com/venues/the-blacksheep-inn-wakefield-quebec,Quebec,2026-05-03T13:37:55,bar,,,,,False,,150.0,150.0,150.0,known,known
O Patro Vys,Montreal,QC,H2T 1P9,"356 Mt-Royal Est, Montreal, QC H2T 1P9",,https://opatrovys.com/,"Music Venue, Art Gallery, Rental",All Genres,,18+,,"""The Mont-Royal “plateau” neighborhood is overflowing with artistic activities of all kinds. Despite this vibe, adequate and accessible spaces for presenting artistic projects are lacking. As a result, we decided to work towards creating a place, above from the BILY KUN (www.bilykun.com), to fill this void."" This is a non-profit organization/room that supports all types of live performance art. Live music can be held 7 nights a week.",Requires Premium,https://www.facebook.com/O-Patro-Vys-157240524296126/,,LeCypherX; LeCypherX; LeCypherX; LeCypherX; Clerel,https://www.indieonthemove.com/venues/o-patro-vys-montreal-quebec,https://www.indieonthemove.com/venues/o-patro-vys-montreal-quebec,Quebec,2026-05-03T13:37:59,gallery,,,,,False,,550.0,220.0,1375.0,province_type_median,low
Beanfield Theatre,Montreal,QC,H3J 1N5,"2490 Rue Notre-Dame Ouest, Montreal, QC H3J 1N5",,https://theatrebeanfield.ca/,"Music Venue, Rental",All Genres,925.0,,,"Formerly Corona Theatre. ""The Theater welcomes artists and creators, without forgetting meetings of business people and numerous film producers."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/TheatreBeanfield/,https://www.instagram.com/theatrebeanfield/,ISMO; Flea; - la mosca; Angelmaker; Mental Cruelty; Frozen Soul; Obscurcis Romancia; Fleshgod Apocalypse; The Black Angels; L.A. WITCH,https://www.indieonthemove.com/venues/beanfield-theatre-montreal-quebec,https://www.indieonthemove.com/venues/beanfield-theatre-montreal-quebec,Quebec,2026-05-03T13:38:03,theatre,45.4828925,-73.5750666,7489.2,7489.2,False,641.9314285714285,925.0,925.0,925.0,known,known
Piranha Bar,Montreal,QC,H3B 1C2,"680 Saint-Catherine Street West, Montreal, QC H3B 1C2",,https://www.piranhabar.ca/,"Music Venue, Bar, Night Club",All Genres,300.0,18+,,Live music can be held any night of the week.,Requires Premium,https://www.facebook.com/Piranhabar,https://www.instagram.com/piranhabar.mtl/,,https://www.indieonthemove.com/venues/piranha-bar-montreal-quebec,https://www.indieonthemove.com/venues/piranha-bar-montreal-quebec,Quebec,2026-05-03T13:38:09,club,45.4893141,-73.5845122,2184.2,2184.2,False,187.21714285714282,300.0,300.0,300.0,known,known
Foufounes Electriques,Montreal,QC,H2X 1K5,"87 Ste-Catherine Est., Montreal, QC H2X 1K5",,https://www.foufouneselectriques.com/,"Music Venue, Bar, Night Club","All Genres, Alternative, Hardcore, Metal, Punk, Rock",615.0,18+,,Shows can be held any night of the week.,Requires Premium,https://www.facebook.com/foufouneselectriques,,Lost In Separation; NEW WASTELANDS; Les Sheriff; Earth Crisis; Peer Pressure; Pace; Kali Masi; Christy Costello; FrancBâtards; Kim & Dro,https://www.indieonthemove.com/venues/foufounes-electriques-montreal-quebec,https://www.indieonthemove.com/venues/foufounes-electriques-montreal-quebec,Quebec,2026-05-03T13:38:13,club,45.5110274,-73.5632719,12361.9,3090.5,True,264.9,615.0,615.0,615.0,known,known
Casa del Popolo,Montreal,QC,H2T 1R6,"4873 Boulevard Saint-Laurent, Montreal, QC H2T 1R6",,http://www.casadelpopolo.com/,"Music Venue, Cafe, Bar, Restaurant, Rental",All Genres,100.0,18+,,"""Casa Del Popolo (The House of the People) is Montréal’s only family-run neighbourhood vegetarian hot-spot! Part fair-trade café, part music venue, part resto-bar and part art gallery."" Live music can be held 7 nights a week.",Requires Premium,https://www.facebook.com/Casa-del-Popolo-130315510350930/,https://www.instagram.com/casadelpopolo/,Griffin Brown; mage tears; Ebril; The Suitcase Junket; Clément; Psychtooth; Metivier; Leeroy Stagger; Nick Bellerose; Andrea Scala,https://www.indieonthemove.com/venues/casa-del-popolo-montreal-quebec,https://www.indieonthemove.com/venues/casa-del-popolo-montreal-quebec,Quebec,2026-05-03T13:38:18,bar,45.5218049,-73.5904306,3080.3,3080.3,False,264.0257142857143,100.0,100.0,100.0,known,known
Bar Le Ritz PDB,Montreal,QC,H2R 2X2,"179 Rue Jean-Talon Ouest, Montreal, QC H2R 2X2",,https://www.barleritzpdb.com/,"Music Venue, Bar",All Genres,300.0,18+,,"""Bar Le Ritz PDB is a concert hall located in Montreal."" Shows can be held any night of the week, though they typically take place Wednesday-Saturday nights.",Requires Premium,https://www.facebook.com/leritzpdb,https://www.instagram.com/barleritzpdb/,Katie Tupper; E.M.E; Ac Yung; Keenan TreVon; Ecce Shnak; Weird Nightmare; Lakeview; Ariel Posen; Afrodite; Wendlo,https://www.indieonthemove.com/venues/bar-le-ritz-pdb-montreal-quebec,https://www.indieonthemove.com/venues/bar-le-ritz-pdb-montreal-quebec,Quebec,2026-05-03T13:38:24,bar,45.5326915,-73.6204953,5963.4,5963.4,False,511.14857142857136,300.0,300.0,300.0,known,known
Quai des Brumes,Montreal,QC,H2J 2L2,"4481 Rue Saint-Denis, Montreal, QC H2J 2L2",,https://quaidesbrumes.ca/,Music Venue,All Genres,,18+,,Live music 7 nights a week.,Requires Premium,https://www.facebook.com/quaidesbrumesmtl/,https://www.instagram.com/quai_des_brumes/,Super Pyramid; Aaron Wylder; Dart Breaks; Ross Fizzard; Dale Ross; THOMAS ARIELL; Waahli; Bénédicte Bérubé; La dame Ovale; Tom Chicoine,https://www.indieonthemove.com/venues/quai-des-brumes-montreal-quebec,https://www.indieonthemove.com/venues/quai-des-brumes-montreal-quebec,Quebec,2026-05-03T13:38:29,venue,45.5239167,-73.5825133,2721.1,2721.1,False,163.266,385.0,205.0,475.0,model,high
